BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell type	source_name	treatment
SAMN26542617	SRR18280569	2022-03-26T14:35:29Z	2022-03-11T15:39:01Z	8805348	889340148	0	101	293		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280569/SRR18280569	SRX14418300	GSM5941888	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227405	simple	9606	Homo sapiens	GSM5941888							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	8FF9925D7072B9BDE110304254CF7B48	3F2DAE387FEC8B377FC70D9EEF4B5F79	26542617	2102EP_DMSO_0.0001%_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227405	GSM5941888	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_1h
SAMN26542618	SRR18280570	2022-03-26T14:35:29Z	2022-03-11T15:39:58Z	12633319	1275965219	0	101	405		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280570/SRR18280570	SRX14418299	GSM5941887	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227403	simple	9606	Homo sapiens	GSM5941887							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	F809A85EC1BF1F9049452BE3A285AD08	7DED3F869B2ABD40B2EA7CA26CB8D4B2	26542618	2102EP_SY0351_10nM_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227403	GSM5941887	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_24h
SAMN26542619	SRR18280571	2022-03-26T14:35:29Z	2022-03-11T15:41:00Z	12090252	1221115452	0	101	391		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280571/SRR18280571	SRX14418298	GSM5941886	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227402	simple	9606	Homo sapiens	GSM5941886							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	E3799202F650FC023EAFC5786087E527	1AAE52A5C39C608873637E116AF9F73A	26542619	2102EP_SY0351_10nM_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227402	GSM5941886	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_24h
SAMN26542620	SRR18280572	2022-03-26T14:35:28Z	2022-03-11T15:42:18Z	12431822	1255614022	0	101	405		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280572/SRR18280572	SRX14418297	GSM5941885	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227401	simple	9606	Homo sapiens	GSM5941885							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	682AACC4BC1EE4483767293C0684B4D0	2FE497441043B1C31C5CA370BE0C0610	26542620	2102EP_SY0351_10nM_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227401	GSM5941885	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_24h
SAMN26542621	SRR18280573	2022-03-26T14:35:28Z	2022-03-11T15:40:23Z	11135814	1124717214	0	101	363		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280573/SRR18280573	SRX14418296	GSM5941884	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227400	simple	9606	Homo sapiens	GSM5941884							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	0D73F987360461537D55881BD337B419	378D1C81EC3108B24794A22B83A09047	26542621	2102EP_SY0351_10nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227400	GSM5941884	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_1h
SAMN26542622	SRR18280574	2022-03-26T14:35:28Z	2022-03-11T15:38:29Z	10774247	1088198947	0	101	351		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280574/SRR18280574	SRX14418295	GSM5941883	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227399	simple	9606	Homo sapiens	GSM5941883							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	938CAF655FBF27945BCE60FAB94F59E4	08802936AC09E3E7643D57BEFC9F66DC	26542622	2102EP_SY0351_10nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227399	GSM5941883	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_1h
SAMN26542623	SRR18280575	2022-03-26T14:35:28Z	2022-03-11T15:38:46Z	12959566	1308916166	0	101	422		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280575/SRR18280575	SRX14418294	GSM5941882	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227398	simple	9606	Homo sapiens	GSM5941882							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	376D53D2E7F69DF3626996D77DD8A5E1	0BC23B19AF98871B9D05B8DAC63C4AA1	26542623	2102EP_SY0351_10nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227398	GSM5941882	Embryonal Carcinoma	2102EP_cell_line	SY0351_10nM_1h
SAMN26542624	SRR18280576	2022-03-26T14:35:28Z	2022-03-11T15:42:20Z	15605708	1576176508	0	101	504		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280576/SRR18280576	SRX14418293	GSM5941881	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227396	simple	9606	Homo sapiens	GSM5941881							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	ADE8C06D428F5AE1542521E4A0C9FA23	011ED0E6F0CC3D120781BBEC35028450	26542624	2102EP_NVP2_10nM_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227396	GSM5941881	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_24h
SAMN26542625	SRR18280577	2022-03-26T14:35:30Z	2022-03-11T15:40:21Z	11419523	1153371823	0	101	375		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280577/SRR18280577	SRX14418292	GSM5941880	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227397	simple	9606	Homo sapiens	GSM5941880							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	9A094682AEB6673951BDA1C4CDA44A78	12A8BF16EEF227E9A38AA1A6627530AD	26542625	2102EP_NVP2_10nM_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227397	GSM5941880	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_24h
SAMN26542626	SRR18280578	2022-03-26T14:35:30Z	2022-03-11T15:40:45Z	12595413	1272136713	0	101	417		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280578/SRR18280578	SRX14418291	GSM5941879	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227395	simple	9606	Homo sapiens	GSM5941879							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	044197E47B83B4DE65EDE63884115824	F51D493B660EA633900E900C95303EE0	26542626	2102EP_NVP2_10nM_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227395	GSM5941879	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_24h
SAMN26542627	SRR18280579	2022-03-26T14:35:29Z	2022-03-11T15:39:12Z	14002399	1414242299	0	101	461		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280579/SRR18280579	SRX14418290	GSM5941878	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227394	simple	9606	Homo sapiens	GSM5941878							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	3CD56CB428EEB16AE64F8EB1B8965FFF	24F5D68569F5023FECDF0DA2520E13A9	26542627	2102EP_NVP2_10nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227394	GSM5941878	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_1h
SAMN26542628	SRR18280580	2022-03-26T14:35:29Z	2022-03-11T15:40:20Z	11627456	1174373056	0	101	382		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280580/SRR18280580	SRX14418289	GSM5941877	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227393	simple	9606	Homo sapiens	GSM5941877							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	476AD0F5F357C08EB68E30C748DFC347	E79B7D08F78D51565D5A9C0B6D712A6E	26542628	2102EP_NVP2_10nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227393	GSM5941877	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_1h
SAMN26542629	SRR18280581	2022-03-26T14:35:28Z	2022-03-11T15:40:26Z	11834710	1195305710	0	101	387		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280581/SRR18280581	SRX14418288	GSM5941876	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227392	simple	9606	Homo sapiens	GSM5941876							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	66063BADBAAD4CF0DA3E7FEED0031B84	11ECAF8AF44BAF427ED2FFE2C99AA1E1	26542629	2102EP_NVP2_10nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227392	GSM5941876	Embryonal Carcinoma	2102EP_cell_line	NVP2_10nM_1h
