BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point	group
SAMN06611791	SRR5353036	2018-02-26T08:47:18Z	2017-03-17T14:09:09Z	15024625	1517487125	0	101	525		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353036/SRR5353036.1	SRX2649263		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054472	simple	9606	Homo sapiens	GSM2540106							no					GEO	SRA546763		public	4B0AB61D6C0058767BF191B1869C53D6	D24D0FB93390581A03E529924E4A577B	6611791	BGJ398_4.56_6 [CR12A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054472	GSM2540106	12A	H-STS NET	BGJ398	H-STS NET cell line, BGJ398, 6h	6h	BGJ398.6
SAMN06611790	SRR5353037	2018-02-26T08:47:18Z	2017-03-17T14:11:42Z	14004609	1414465509	0	101	487		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353037/SRR5353037.1	SRX2649264		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054476	simple	9606	Homo sapiens	GSM2540107							no					GEO	SRA546763		public	AB74179A829CD08CD66ED4C1E4CC22F8	21F68D8472F5960F12A0D920951A0AA2	6611790	BIO_3_6 [CR12A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054476	GSM2540107	12A	H-STS NET	BIO	H-STS NET cell line, BIO, 6h	6h	BIO.6
SAMN06611789	SRR5353038	2018-02-26T08:47:18Z	2017-03-17T14:14:04Z	17160890	1733249890	0	101	610		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353038/SRR5353038.1	SRX2649265		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054474	simple	9606	Homo sapiens	GSM2540108							no					GEO	SRA546763		public	695EFA7F0A999D99AEFB5CF14DFE6F74	857637F7B3771464C9FBD4DCF383274B	6611789	BKM120_1.2_6 [CR12C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054474	GSM2540108	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 6h	6h	BKM120.6
SAMN06611788	SRR5353039	2018-02-26T08:47:18Z	2017-03-17T14:10:01Z	12395818	1251977618	0	101	438		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353039/SRR5353039.1	SRX2649266		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054475	simple	9606	Homo sapiens	GSM2540109							no					GEO	SRA546763		public	27D9D02D17F05C299F8D582DD443EA34	0CF19E7BA1A37A328612EFF6944D67C2	6611788	BKM120_1.2_6 [CR12C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054475	GSM2540109	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 6h	6h	BKM120.6
SAMN06611787	SRR5353040	2018-02-26T08:47:18Z	2017-03-17T14:25:35Z	15123937	1527517637	0	101	546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353040/SRR5353040.1	SRX2649267		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054479	simple	9606	Homo sapiens	GSM2540110							no					GEO	SRA546763		public	BC1FD9F8834EF6E0F2D8814E15C202A2	22DAA71596B6265DD9905E9F840C0D5F	6611787	BYL719_19.4_6 [CR12B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054479	GSM2540110	12A	H-STS NET	BYL719	H-STS NET cell line, BYL719, 6h	6h	BYL719.6
SAMN06611786	SRR5353041	2018-02-26T08:47:18Z	2017-03-17T14:08:50Z	13227343	1335961643	0	101	449		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353041/SRR5353041.1	SRX2649268		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054477	simple	9606	Homo sapiens	GSM2540111							no					GEO	SRA546763		public	5887826C3F087CE47C7D7453D4BF2DC5	3FB02C31B68D5EEA68CA6BB9A830A5A8	6611786	BYL719_19.4_6 [CR12B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054477	GSM2540111	12A	H-STS NET	BYL719	H-STS NET cell line, BYL719, 6h	6h	BYL719.6
SAMN06611785	SRR5353042	2018-02-26T08:47:19Z	2017-03-17T14:12:00Z	14310436	1445354036	0	101	498		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353042/SRR5353042.1	SRX2649269		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054478	simple	9606	Homo sapiens	GSM2540112							no					GEO	SRA546763		public	5E0D33A7DB6BE52B9EADC0AD1E8A37C1	738A95FE076BFB7A20CBAC1910A6FBA5	6611785	CAY10618 in Methanol_7.4_6 [CR12A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054478	GSM2540112	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 6h	6h	CAY10618_in_Methanol.6
SAMN06611784	SRR5353043	2018-02-26T08:47:19Z	2017-03-17T14:15:50Z	13730841	1386814941	0	101	474		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353043/SRR5353043.1	SRX2649270		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054481	simple	9606	Homo sapiens	GSM2540113							no					GEO	SRA546763		public	5C3BD2166F2B8856790E89DCF65A1FE3	5EB5324F730AAFA7DD2B04A25DB57A2E	6611784	CAY10618 in Methanol_7.4_6 [CR12A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054481	GSM2540113	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 6h	6h	CAY10618_in_Methanol.6
SAMN06611783	SRR5353044	2018-02-26T08:47:19Z	2017-03-17T14:11:19Z	12894986	1302393586	0	101	437		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353044/SRR5353044.1	SRX2649271		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054480	simple	9606	Homo sapiens	GSM2540114							no					GEO	SRA546763		public	8376ADAB06D76D2DD572EEBC58B03A58	75397F2273DB306F248CDB9A74C6223E	6611783	Methanol__6 [CR12B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054480	GSM2540114	12B	H-STS NET	Methanol	H-STS NET cell line, Methanol, 6h	6h	Methanol.6
SAMN06611521	SRR5353045	2018-02-26T08:47:19Z	2017-03-17T14:19:00Z	16378681	1654246781	0	101	565		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353045/SRR5353045.1	SRX2649272		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054482	simple	9606	Homo sapiens	GSM2540115							no					GEO	SRA546763		public	6EC2C8FC4591C417C1ED9CE08A762EC7	1BD9CC89B83467F69DF8B5CD6F5700CD	6611521	Methanol__6 [CR12B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054482	GSM2540115	12B	H-STS NET	Methanol	H-STS NET cell line, Methanol, 6h	6h	Methanol.6
SAMN06611520	SRR5353046	2018-02-26T08:47:19Z	2017-03-17T14:13:26Z	15382156	1553597756	0	101	541		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353046/SRR5353046.1	SRX2649273		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054483	simple	9606	Homo sapiens	GSM2540116							no					GEO	SRA546763		public	B677211D36E980636550C791876C36ED	57C411E3864D00D8F02EDDF46EC39D38	6611520	DMSO__6 [CR12C02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054483	GSM2540116	12A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611519	SRR5353047	2018-02-26T08:47:19Z	2017-03-17T14:11:12Z	11414446	1152859046	0	101	396		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353047/SRR5353047.1	SRX2649274		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054484	simple	9606	Homo sapiens	GSM2540117							no					GEO	SRA546763		public	25153535193A06F9249335DA597BC4A4	2282D800E6C12A4E6DC8D871B982AF33	6611519	DMSO__6 [CR12C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054484	GSM2540117	12A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611518	SRR5353048	2018-02-26T08:47:19Z	2017-03-17T14:12:14Z	18323931	1850717031	0	101	646		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353048/SRR5353048.1	SRX2649275		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054486	simple	9606	Homo sapiens	GSM2540118							no					GEO	SRA546763		public	CDAE6E9E60B6CF527D53A619D03F0565	52BA20DA7DC27B8E08BA936A77894718	6611518	INC280_20_6 [CR12C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054486	GSM2540118	12A	H-STS NET	INC280	H-STS NET cell line, INC280, 6h	6h	INC280.6
SAMN06611517	SRR5353049	2018-02-26T08:47:19Z	2017-03-17T14:17:31Z	17062113	1723273413	0	101	599		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353049/SRR5353049.1	SRX2649276		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054485	simple	9606	Homo sapiens	GSM2540119							no					GEO	SRA546763		public	1C77D5032CBD6C9FE561E9EDAE2EB322	37C6645A255DCEACD9B3017331ADFD58	6611517	INC280_20_6 [CR12C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054485	GSM2540119	12A	H-STS NET	INC280	H-STS NET cell line, INC280, 6h	6h	INC280.6
SAMN06611516	SRR5353050	2018-02-26T08:47:19Z	2017-03-17T14:17:55Z	20146231	2034769331	0	101	704		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353050/SRR5353050.1	SRX2649277		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054487	simple	9606	Homo sapiens	GSM2540120							no					GEO	SRA546763		public	ED20A7D300E2A5963C5B8B92B8C0A78B	1EB48352FCB79C1791D8061DFBAD6F79	6611516	LDK378_2.8_6 [CR12C08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054487	GSM2540120	12A	H-STS NET	LDK378	H-STS NET cell line, LDK378, 6h	6h	LDK378.6
SAMN06611515	SRR5353051	2018-02-26T08:47:19Z	2017-03-17T14:17:21Z	15253494	1540602894	0	101	536		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353051/SRR5353051.1	SRX2649278		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054489	simple	9606	Homo sapiens	GSM2540121							no					GEO	SRA546763		public	AF09AB7E6E47478F1A8BE141B7FEA7CE	E76CFDA8F58F04F40058992363CBDEE9	6611515	LDK378_2.8_6 [CR12C09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054489	GSM2540121	12A	H-STS NET	LDK378	H-STS NET cell line, LDK378, 6h	6h	LDK378.6
SAMN06611514	SRR5353052	2018-02-26T08:47:19Z	2017-03-17T14:15:44Z	13768150	1390583150	0	101	482		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353052/SRR5353052.1	SRX2649279		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054488	simple	9606	Homo sapiens	GSM2540122							no					GEO	SRA546763		public	01621ADE8471C5E6EFB03798E3CDB6E0	5E659C5F55D503D0458A3D4C16DAB0C8	6611514	LEE011_26.32_6 [CR12C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054488	GSM2540122	12A	H-STS NET	LEE011	H-STS NET cell line, LEE011, 6h	6h	LEE011.6
SAMN06611513	SRR5353053	2018-02-26T08:47:19Z	2017-03-17T14:10:49Z	14195187	1433713887	0	101	501		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353053/SRR5353053.1	SRX2649280		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054490	simple	9606	Homo sapiens	GSM2540123							no					GEO	SRA546763		public	2A8BEB8FFFCE22850C6EF91FE63E49C4	AFCFED286F1CF6B16702506E16760F18	6611513	LEE011_26.32_6 [CR12C07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054490	GSM2540123	12A	H-STS NET	LEE011	H-STS NET cell line, LEE011, 6h	6h	LEE011.6
SAMN06611512	SRR5353054	2018-02-26T08:47:19Z	2017-03-17T14:17:39Z	15864475	1602311975	0	101	547		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353054/SRR5353054.1	SRX2649281		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054491	simple	9606	Homo sapiens	GSM2540124							no					GEO	SRA546763		public	2C68ACF2FAA5F0E9C65CF8C96C42DA5F	6BA3D05AF15DFE300CBEC9B2EC5E2920	6611512	Leptomycin B in Ethanol_0.00012_6 [CR12A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054491	GSM2540124	12C	H-STS NET	Leptomycin B in Ethanol	H-STS NET cell line, Leptomycin B in Ethanol, 6h	6h	Leptomycin_B_in_Ethanol.6
SAMN06611511	SRR5353055	2018-02-26T08:47:19Z	2017-03-17T14:15:24Z	15465418	1562007218	0	101	535		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353055/SRR5353055.1	SRX2649282		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054492	simple	9606	Homo sapiens	GSM2540125							no					GEO	SRA546763		public	912DB827FD7E34D11DB176BE4E3916B9	070245ED9C480EFEE4C43588E25290B3	6611511	Leptomycin B in Ethanol_0.00012_6 [CR12A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054492	GSM2540125	12C	H-STS NET	Leptomycin B in Ethanol	H-STS NET cell line, Leptomycin B in Ethanol, 6h	6h	Leptomycin_B_in_Ethanol.6
SAMN06611510	SRR5353056	2018-02-26T08:47:19Z	2017-03-17T14:12:02Z	12242816	1236524416	0	101	432		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353056/SRR5353056.1	SRX2649283		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054496	simple	9606	Homo sapiens	GSM2540126							no					GEO	SRA546763		public	1908EDBFD0C984387FF099F20A125A28	78F9BEDEA3A8AD29A568D60FC4320E4D	6611510	Ethanol__6 [CR12B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054496	GSM2540126	12C	H-STS NET	Ethanol	H-STS NET cell line, Ethanol, 6h	6h	Ethanol.6
SAMN06611509	SRR5353057	2018-02-26T08:47:19Z	2017-03-17T14:12:42Z	14808033	1495611333	0	101	523		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353057/SRR5353057.1	SRX2649284		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054494	simple	9606	Homo sapiens	GSM2540127							no					GEO	SRA546763		public	4919D7659C6E139DC6DF3BA1227003B3	1B6003D34424BB1B5DE69E5D5513C0CA	6611509	Ethanol__6 [CR12B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054494	GSM2540127	12C	H-STS NET	Ethanol	H-STS NET cell line, Ethanol, 6h	6h	Ethanol.6
SAMN06611508	SRR5353058	2018-02-26T08:47:19Z	2017-03-17T14:15:42Z	18276718	1845948518	0	101	636		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353058/SRR5353058.1	SRX2649285		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054493	simple	9606	Homo sapiens	GSM2540128							no					GEO	SRA546763		public	5B96BF00C00EA514BF32E5A6CDB36BEB	D809C8357457F5EBD3CAA1946EDE9043	6611508	Manumycin A_4.32_6 [CR12A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054493	GSM2540128	12A	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 6h	6h	Manumycin_A.6
SAMN06611507	SRR5353059	2018-02-26T08:47:19Z	2017-03-17T14:10:30Z	12869984	1299868384	0	101	445		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353059/SRR5353059.1	SRX2649286		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054495	simple	9606	Homo sapiens	GSM2540129							no					GEO	SRA546763		public	6049A8620F85A2F897CB25F628C4C7D3	4ED58458E1108BAF9537334391F0C15E	6611507	NIlotinib_7.68_6 [CR12A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054495	GSM2540129	12A	H-STS NET	NIlotinib	H-STS NET cell line, NIlotinib, 6h	6h	NIlotinib.6
SAMN06611506	SRR5353060	2018-02-26T08:47:19Z	2017-03-17T14:11:54Z	16889620	1705851620	0	101	584		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353060/SRR5353060.1	SRX2649287		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054498	simple	9606	Homo sapiens	GSM2540130							no					GEO	SRA546763		public	8E457CBA8F690A1C081465A8043659E9	0FB489727E59999481309788FD230AC2	6611506	NIlotinib_7.68_6 [CR12A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054498	GSM2540130	12A	H-STS NET	NIlotinib	H-STS NET cell line, NIlotinib, 6h	6h	NIlotinib.6
SAMN06611505	SRR5353061	2018-02-26T08:47:19Z	2017-03-17T14:12:30Z	16601078	1676708878	0	101	574		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353061/SRR5353061.1	SRX2649288		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054497	simple	9606	Homo sapiens	GSM2540131							no					GEO	SRA546763		public	ABEBF62BF29170C890E7BBE5C826A61C	4C35613C3C8E180023AAB79241ECDF1A	6611505	Piperlongumine_1.04_6 [CR12A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054497	GSM2540131	12A	H-STS NET	Piperlongumine	H-STS NET cell line, Piperlongumine, 6h	6h	Piperlongumine.6
SAMN06611504	SRR5353062	2018-02-26T08:47:19Z	2017-03-17T14:22:00Z	24499259	2474425159	0	101	864		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353062/SRR5353062.1	SRX2649289		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054499	simple	9606	Homo sapiens	GSM2540132							no					GEO	SRA546763		public	13876BDF48350C1EDFB7AAC9C20E3268	C4D2989A44EA52DE38D2FABF0A36FC22	6611504	PKC412_2.84_6 [CR12C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054499	GSM2540132	12A	H-STS NET	PKC412	H-STS NET cell line, PKC412, 6h	6h	PKC412.6
SAMN06611503	SRR5353063	2018-02-26T08:47:19Z	2017-03-17T14:09:09Z	9784780	988262780	0	101	348		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353063/SRR5353063.1	SRX2649290		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054500	simple	9606	Homo sapiens	GSM2540133							no					GEO	SRA546763		public	97D5731546ECAA6182928D0C171C1C13	CF5D6BBC7EE75E9062C11AC9B4725F7D	6611503	PKC412_2.84_6 [CR12D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054500	GSM2540133	12A	H-STS NET	PKC412	H-STS NET cell line, PKC412, 6h	6h	PKC412.6
SAMN06611502	SRR5353064	2018-02-26T08:47:19Z	2017-03-17T14:18:17Z	19473879	1966861779	0	101	673		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353064/SRR5353064.1	SRX2649291		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054503	simple	9606	Homo sapiens	GSM2540134							no					GEO	SRA546763		public	7A4522FBAC8032E4946943449023B7C4	69C4FF38B25B0A541686C11E0B3DAE17	6611502	RAD001_5.88_6 [CR12B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054503	GSM2540134	12A	H-STS NET	RAD001	H-STS NET cell line, RAD001, 6h	6h	RAD001.6
SAMN06611501	SRR5353065	2018-02-26T08:47:19Z	2017-03-17T14:18:28Z	14258897	1440148597	0	101	501		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353065/SRR5353065.1	SRX2649292		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054504	simple	9606	Homo sapiens	GSM2540135							no					GEO	SRA546763		public	8275351A0341F2DEB97102CFF13731E2	B2308CE2FB665F861822EE17611871E0	6611501	RAD001_5.88_6 [CR12B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054504	GSM2540135	12A	H-STS NET	RAD001	H-STS NET cell line, RAD001, 6h	6h	RAD001.6
SAMN06611500	SRR5353066	2018-02-26T08:47:19Z	2017-03-17T14:16:24Z	18883382	1907221582	0	101	655		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353066/SRR5353066.1	SRX2649293		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054502	simple	9606	Homo sapiens	GSM2540136							no					GEO	SRA546763		public	1223759CB0BAF50EDAE16C0EF5DEED8A	474C193DEE359559752C4D965021441A	6611500	SU11274_1.52_6 [CR12B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054502	GSM2540136	12A	H-STS NET	SU11274	H-STS NET cell line, SU11274, 6h	6h	SU11274.6
SAMN06611499	SRR5353067	2018-02-26T08:47:19Z	2017-03-17T14:17:35Z	19916290	2011545290	0	101	688		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5353067/SRR5353067.1	SRX2649294		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054506	simple	9606	Homo sapiens	GSM2540137							no					GEO	SRA546763		public	5BDFB22DC6B8CD090D5207B1FC47438A	61A3900C1FDE6522B8A20AA6FDFCD270	6611499	SU11274_1.52_6 [CR12B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054506	GSM2540137	12A	H-STS NET	SU11274	H-STS NET cell line, SU11274, 6h	6h	SU11274.6
SAMN06611498	SRR5353068	2018-02-26T08:47:19Z	2017-03-17T14:13:34Z	16577348	1674312148	0	101	595		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5353068/SRR5353068.1	SRX2649295		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054501	simple	9606	Homo sapiens	GSM2540138							no					GEO	SRA546763		public	CF1FC6C4628012A5E594C028F4203302	DDC876BB707B1FDD38FD280DCC9624AB	6611498	Y-27632_3.36_6 [CR12B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054501	GSM2540138	12A	H-STS NET	Y-27632	H-STS NET cell line, Y-27632, 6h	6h	Y_27632.6
