BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Biological replicate	age	biomaterial_provider	cell_line	disease	disease_stage	isolate	sample_type	sex	tissue	treatment	group
SAMN13088044	SRR10326526	2019-11-14T16:02:03Z	2019-10-28T12:45:58Z	19153869	5665319543	19131866	295	1475	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032652/SRR10326526.1	SRX7036612	D-1-4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556519	simple	9606	Homo sapiens	H1373_Vehicle_QDX1_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	F62A0873B251FDB4ECAC82FF6B6D8DD0	7FEFFE307744F3E0E98177F42374F8BF	13088044	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX1_24hr_1	SRA: SRS5556519	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX1_24hr	H1373.Vehicle_QDX1_24hr
SAMN13088045	SRR10326525	2019-11-14T16:02:03Z	2019-10-28T12:40:33Z	16784423	4950545648	16773259	294	1227	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326525/SRR10326525.1	SRX7036613	D-1-5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556521	simple	9606	Homo sapiens	H1373_Vehicle_QDX1_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D2E542E6D7222882C51BA50F537FB233	6B19E8E159F6D009CD458E66C699FD29	13088045	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX1_24hr_2	SRA: SRS5556521	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX1_24hr	H1373.Vehicle_QDX1_24hr
SAMN13088046	SRR10326524	2019-11-14T16:02:03Z	2019-10-28T12:41:45Z	13457165	3966621736	13439070	294	1040	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032652/SRR10326524.1	SRX7036614	D-1-6	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556520	simple	9606	Homo sapiens	H1373_Vehicle_QDX1_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	F2236EA81E40F55C1F9241F1110F6446	7580F6B3EAC6B55858BB45885ECB1F85	13088046	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX1_24hr_3	SRA: SRS5556520	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX1_24hr	H1373.Vehicle_QDX1_24hr
SAMN13088047	SRR10326523	2019-11-14T16:02:03Z	2019-10-28T12:41:02Z	13409878	3962493207	13399561	295	978	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032652/SRR10326523.1	SRX7036615	D-3-16	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556522	simple	9606	Homo sapiens	H1373_Vehicle_QDX5_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	9F97E00FF1BAB8628532C85A753ED9D9	E88AA945DA0EE6A524E8C69174D842E8	13088047	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX5_24hr_1	SRA: SRS5556522	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX5_24hr	H1373.Vehicle_QDX5_24hr
SAMN13088048	SRR10326522	2019-11-14T16:02:04Z	2019-10-28T12:46:46Z	18961457	5595456681	18948257	295	1375	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326522/SRR10326522.1	SRX7036616	D-3-17	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556523	simple	9606	Homo sapiens	H1373_Vehicle_QDX5_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	E2F99479DA2CB50F09F2A035508B2D21	8EB0F0C7F8A9817354563F5538FB0CC2	13088048	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX5_24hr_2	SRA: SRS5556523	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX5_24hr	H1373.Vehicle_QDX5_24hr
SAMN13088049	SRR10326521	2019-11-14T16:02:04Z	2019-10-28T12:47:44Z	19159000	5586001733	19150911	291	1371	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032652/SRR10326521.1	SRX7036617	D-3-18	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556524	simple	9606	Homo sapiens	H1373_Vehicle_QDX5_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	9D6A4915F87F2479EC11C45FB162FBAB	F3CCA87DACF0E48B8D1325209EB25336	13088049	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_Vehicle_QDX5_24hr_3	SRA: SRS5556524	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	Vehicle_QDX5_24hr	H1373.Vehicle_QDX5_24hr
SAMN13088050	SRR10326520	2019-11-14T16:02:04Z	2019-10-28T12:46:42Z	15757605	4611746099	15747858	292	1131	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326520/SRR10326520.1	SRX7036618	D-2-7	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556525	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_6hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	C7DDDEBD2682053B518E5B1759953E83	53ADFFC5F7E2118B681510A7AC62692E	13088050	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_6hr_1	SRA: SRS5556525	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_6hr	H1373.MRTX849_QDX1_6hr
SAMN13088051	SRR10326519	2019-11-14T16:02:04Z	2019-10-28T12:46:17Z	17369448	5111773081	17358618	294	1258	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326519/SRR10326519.1	SRX7036619	D-2-8	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556526	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_6hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	E590408284418AA977D04BA9A79DAAA3	402A096AEB0BB0FC8D2990E61D4ADC2D	13088051	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_6hr_2	SRA: SRS5556526	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_6hr	H1373.MRTX849_QDX1_6hr
SAMN13088052	SRR10326518	2019-11-14T16:02:04Z	2019-10-28T12:40:07Z	12701058	3755070972	12692377	295	1002	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326518/SRR10326518.1	SRX7036620	D-2-9	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556527	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_6hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	6FDD1C512AE76E803D268D72DEFCC08B	097AD60F9ED1C012ADB5C541A948F51A	13088052	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_6hr_3	SRA: SRS5556527	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_6hr	H1373.MRTX849_QDX1_6hr
SAMN13088053	SRR10326516	2019-11-14T16:02:04Z	2019-10-28T12:43:26Z	16706429	4939900530	16693173	295	1244	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326516/SRR10326516.1	SRX7036622	D-2-10	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556529	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D1A35F60A31F0B97C78BDCE20F59B3DC	E0A1DD8F39913D52D9D5D88BBEAE604A	13088053	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_24hr_1	SRA: SRS5556529	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_24hr	H1373.MRTX849_QDX1_24hr
SAMN13088054	SRR10326515	2019-11-14T16:02:04Z	2019-10-28T12:45:56Z	16595920	4898401501	16585494	295	1217	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326515/SRR10326515.1	SRX7036623	D-2-11	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556530	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	3645C7214D0295BE2C5CE835707E2DBC	FDE89E99AA61E30B3A0B89FD1403956C	13088054	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_24hr_2	SRA: SRS5556530	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_24hr	H1373.MRTX849_QDX1_24hr
SAMN13088055	SRR10326514	2019-11-14T16:02:04Z	2019-10-28T12:41:29Z	14795763	4361742940	14782490	294	1094	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032651/SRR10326514.1	SRX7036624	D-2-12	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556531	simple	9606	Homo sapiens	H1373_MRTX849_QDX1_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	B8903D82BADB317F4FAD4E921E5B97D0	DC9A3E7ACB44C88EC4FF1A2A547EB623	13088055	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX1_24hr_3	SRA: SRS5556531	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX1_24hr	H1373.MRTX849_QDX1_24hr
SAMN13088056	SRR10326513	2019-11-14T16:02:04Z	2019-10-28T12:50:42Z	15452094	4214165941	15445923	272	1133	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326513/SRR10326513.1	SRX7036625	D-4-19	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556532	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_6hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	FD0FDE15AB63D58FFC7FC31BB468457D	9BC068B0D79481F6A1D6950B09A3C136	13088056	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_6hr_1	SRA: SRS5556532	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_6hr	H1373.MRTX849_QDX5_6hr
SAMN13088057	SRR10326512	2019-11-14T16:02:04Z	2019-10-28T12:47:14Z	16347314	4836689608	16334824	295	1203	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032651/SRR10326512.1	SRX7036626	D-4-20	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556533	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_6hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	B4B67EC572D1B41F08BC2AF737579296	910815BCECB3066C11706CE9C38A7683	13088057	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_6hr_2	SRA: SRS5556533	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_6hr	H1373.MRTX849_QDX5_6hr
SAMN13088058	SRR10326511	2019-11-14T16:02:04Z	2019-10-28T12:47:21Z	15211417	4497923449	15198951	295	1149	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032651/SRR10326511.1	SRX7036627	D-4-21	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556534	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_6hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	8C607E00FEBF0BDBE2938E5A4AFB9245	AC624764624D5C127BCBF44BBC934295	13088058	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_6hr_3	SRA: SRS5556534	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_6hr	H1373.MRTX849_QDX5_6hr
SAMN13088059	SRR10326510	2019-11-14T16:02:04Z	2019-10-28T12:40:07Z	11946898	3535832753	11937277	295	923	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326510/SRR10326510.1	SRX7036628	D-4-22	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556535	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	E8B72CCD6BA5A90856C3644EC6BD31E1	6453702A6CC89F7CD01C28592B7BB71C	13088059	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_24hr_1	SRA: SRS5556535	Biological replicate 1	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_24hr	H1373.MRTX849_QDX5_24hr
SAMN13088060	SRR10326509	2019-11-14T16:02:04Z	2019-10-28T12:40:16Z	10818107	3197819181	10809928	295	825	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032650/SRR10326509.1	SRX7036629	D-4-23	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556536	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	7A7283E94BD8B840539BFBDD9270BC54	EA55808DF18621BD31A00EA793E2022B	13088060	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_24hr_2	SRA: SRS5556536	Biological replicate 2	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_24hr	H1373.MRTX849_QDX5_24hr
SAMN13088061	SRR10326508	2019-11-14T16:02:04Z	2019-10-28T12:40:55Z	13681906	4047370268	13671703	295	1041	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032650/SRR10326508.1	SRX7036630	D-4-24	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556537	simple	9606	Homo sapiens	H1373_MRTX849_QDX5_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	344EA30D99EFA8D7171A5912BAADBC0E	C9F5C189FD7F29DEB68A5391707CA44E	13088061	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H1373_MRTX849_QDX5_24hr_3	SRA: SRS5556537	Biological replicate 3	not applicable	ATCC	H1373	adenocarcinoma	stage 3A	not applicable	xenograft	male	lung	MRTX849_QDX5_24hr	H1373.MRTX849_QDX5_24hr
SAMN13088062	SRR10326502	2019-11-14T16:02:04Z	2019-10-28T12:51:06Z	20433858	5641099565	20424586	276	1568	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326502/SRR10326502.1	SRX7036636	F-2-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556543	simple	9606	Homo sapiens	H2122.first_Vehicle_300mm3_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	2516AFDB60BA8601798DB8692BD24180	C353157E5F3D7F8428BD2DB93978C51C	13088062	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_Vehicle_300mm3_1	SRA: SRS5556543	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Vehicle_300mm3	H2122.Vehicle_300mm3
SAMN13088063	SRR10326501	2019-11-14T16:02:04Z	2019-10-28T12:54:04Z	24806435	6869619420	24794964	276	1534	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326501/SRR10326501.1	SRX7036637	F-2-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556544	simple	9606	Homo sapiens	H2122.first_Vehicle_300mm3_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	35437A4EA90C34DFDFC02572285764DF	0E6F7E46F4B2400DBE9797DAB0024D09	13088063	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_Vehicle_300mm3_2	SRA: SRS5556544	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Vehicle_300mm3	H2122.Vehicle_300mm3
SAMN13088064	SRR10326499	2019-11-14T16:02:04Z	2019-10-28T12:43:20Z	17988331	4998488724	17981829	277	1111	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326499/SRR10326499.1	SRX7036639	F-2-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556546	simple	9606	Homo sapiens	H2122.first_Vehicle_300mm3_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	78C3CDDB6662FE85AE66A6FF625AC55E	0C5CF8A2314CF6B3CFADA2E6622FC7EF	13088064	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_Vehicle_300mm3_3	SRA: SRS5556546	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Vehicle_300mm3	H2122.Vehicle_300mm3
SAMN13088065	SRR10326498	2019-11-14T16:02:04Z	2019-10-28T12:51:31Z	21241340	5838204804	21237621	274	1284	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326498/SRR10326498.1	SRX7036640	F-3-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556547	simple	9606	Homo sapiens	H2122.first_Vehicle_500mm3_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	7BE72C7398E18E4F1C51809EEA586755	F2676764EB9DC65482695839F9541032	13088065	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_Vehicle_500mm3_1	SRA: SRS5556547	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Vehicle_500mm3	H2122.Vehicle_500mm3
SAMN13088066	SRR10326497	2019-11-14T16:02:04Z	2019-10-28T12:51:41Z	17944432	4865481135	17937620	271	1164	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326497/SRR10326497.1	SRX7036641	F-3-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556548	simple	9606	Homo sapiens	H2122.first_Vehicle_500mm3_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	1B83FC70DFCE7A28EEA1F2F4FD177DEA	2F1830C99D83B5192E3CC35C33D66396	13088066	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_Vehicle_500mm3_2	SRA: SRS5556548	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Vehicle_500mm3	H2122.Vehicle_500mm3
SAMN13088067	SRR10326496	2019-11-14T16:02:04Z	2019-10-28T12:50:21Z	19532103	5340039815	19522812	273	1355	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326496/SRR10326496.1	SRX7036642	F-4-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556549	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_6h_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	754F961FC37A9F0899E2E339A54BB622	80091CBF415FD100579D7473980762AF	13088067	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_6h_1	SRA: SRS5556549	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_6h	H2122.MRTX849_QDx1_6h
SAMN13088068	SRR10326495	2019-11-14T16:02:04Z	2019-10-28T12:51:53Z	23826502	6583707399	23816701	276	1462	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326495/SRR10326495.1	SRX7036643	F-4-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556550	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_6h_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	0A8924108EFFA796AECC93AF4EDB2AA6	8D94F9637EAB89EAD144FF2D63BBB875	13088068	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_6h_2	SRA: SRS5556550	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_6h	H2122.MRTX849_QDx1_6h
SAMN13088069	SRR10326494	2019-11-14T16:02:04Z	2019-10-28T12:44:11Z	18768551	5189247182	18759710	276	1183	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326494/SRR10326494.1	SRX7036644	F-4-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556551	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_6h_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	7C17903039BCC7B0E37BC8BACF4F38D7	0821D1AB49BD6AF4138B6EB69FA1476B	13088069	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_6h_3	SRA: SRS5556551	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_6h	H2122.MRTX849_QDx1_6h
