BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex.x	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Sex.y	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id	group
SAMN27110191	SRR19983018	2023-04-24T18:39:04Z	2022-07-05T14:51:54Z	2805494	139052255	0	49	60		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983018/SRR19983018.lite.1	SRX16025124	GSM5985238	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705344	simple	9606	Homo sapiens	GSM5985238							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	14A901E033A7349F38EAF4AFB2EC3737	17774BBDB14E38234B0A3CDA4E383253	27110191	du145_DU145PS2A_E5_AZD2014_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13705344	GSM5985238	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD2014	HTB-81	DU145.AZD2014.24hr
SAMN27110192	SRR19983019	2023-04-24T18:39:04Z	2022-07-05T14:52:24Z	4844923	240130244	0	49	104		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983019/SRR19983019.lite.1	SRX16025123	GSM5985237	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705343	simple	9606	Homo sapiens	GSM5985237							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	E345D491B6EDFF31648D01E3D3BD139F	5D1CEFB6341F800812D83C2E1FA59CD3	27110192	du145_DU145PS2A_E4_Rosiglitazone_2_24	Department of Systems Biology, Columbia University	9606	SRS13705343	GSM5985237	male	69	DU145	missing	missing	ATCC	prostate cancer	Rosiglitazone	HTB-81	DU145.Rosiglitazone.24hr
SAMN27110193	SRR19983020	2023-04-24T18:39:04Z	2022-07-05T14:52:19Z	3466177	171728797	0	49	74		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983020/SRR19983020.lite.1	SRX16025122	GSM5985236	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705341	simple	9606	Homo sapiens	GSM5985236							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	934DB63875807612336F34BF89336C34	8F1E64C83068B607A5F3AD9B26828CE3	27110193	du145_DU145PS2A_E3_Altretamine_10_24	Department of Systems Biology, Columbia University	9606	SRS13705341	GSM5985236	male	69	DU145	missing	missing	ATCC	prostate cancer	Altretamine	HTB-81	DU145.Altretamine.24hr
SAMN27110194	SRR19983021	2023-04-24T18:39:04Z	2022-07-05T14:52:21Z	3699233	183340925	0	49	79		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983021/SRR19983021.lite.1	SRX16025121	GSM5985235	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705342	simple	9606	Homo sapiens	GSM5985235							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7604E39F312EA77FB94EA40ED631C90E	912C39A200219E50CB987EFA033C9E6A	27110194	du145_DU145PS2A_E2_Fludarabine_3_24	Department of Systems Biology, Columbia University	9606	SRS13705342	GSM5985235	male	69	DU145	missing	missing	ATCC	prostate cancer	Fludarabine	HTB-81	DU145.Fludarabine.24hr
SAMN27110195	SRR19983022	2023-04-24T18:39:04Z	2022-07-05T14:52:30Z	3788042	187763861	0	49	84		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983022/SRR19983022.lite.1	SRX16025120	GSM5985234	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705340	simple	9606	Homo sapiens	GSM5985234							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	AEC02DDC06B12D18BEAADE2879696ECC	557017E183A533A8D763EF6B9AE5FE78	27110195	du145_DU145PS2A_E1_Pipobroman_10_24	Department of Systems Biology, Columbia University	9606	SRS13705340	GSM5985234	male	69	DU145	missing	missing	ATCC	prostate cancer	Pipobroman	HTB-81	DU145.Pipobroman.24hr
SAMN27110196	SRR19983023	2023-04-24T18:39:04Z	2022-07-05T14:52:42Z	4601470	228093313	0	49	98		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983023/SRR19983023.lite.1	SRX16025119	GSM5985233	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705339	simple	9606	Homo sapiens	GSM5985233							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	CA87570154F38348046D78DB4222F7A6	F6B3960D62177374E5E41F54FE4F65EE	27110196	du145_DU145PS2A_D12_Daunorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705339	GSM5985233	male	69	DU145	missing	missing	ATCC	prostate cancer	Daunorubicin	HTB-81	DU145.Daunorubicin.24hr
SAMN27110197	SRR19983024	2023-04-24T18:39:04Z	2022-07-05T14:52:59Z	4719106	233940899	0	49	102		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983024/SRR19983024.lite.1	SRX16025118	GSM5985232	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705338	simple	9606	Homo sapiens	GSM5985232							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	04A62C37E0B22317AF4ED8EC96585F8A	67FA99FAB1928E589B3440A865F81632	27110197	du145_DU145PS2A_D11_Disulfiram_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705338	GSM5985232	male	69	DU145	missing	missing	ATCC	prostate cancer	Disulfiram	HTB-81	DU145.Disulfiram.24hr
SAMN27110198	SRR19983025	2023-04-24T18:39:04Z	2022-07-05T14:52:47Z	4038036	200169862	0	49	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19983/SRR19983025/SRR19983025.lite.1	SRX16025117	GSM5985231	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705337	simple	9606	Homo sapiens	GSM5985231							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	C2EA8DCC44EAA0765C5BB98DEF566329	249952DB6FD68AE59F4BA4FB09B7CC7B	27110198	du145_DU145PS2A_D10_KX2391_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705337	GSM5985231	male	69	DU145	missing	missing	ATCC	prostate cancer	KX2391	HTB-81	DU145.KX2391.24hr
SAMN27110199	SRR19983026	2023-04-24T18:39:04Z	2022-07-05T14:52:29Z	3783473	187543989	0	49	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983026/SRR19983026.lite.1	SRX16025116	GSM5985230	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705336	simple	9606	Homo sapiens	GSM5985230							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	4CB883C2910C4EB8AD42D941B0204122	9F65318DD0290253CF549572A07EEA8F	27110199	du145_DU145PS2A_D9_Dinaciclib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705336	GSM5985230	male	69	DU145	missing	missing	ATCC	prostate cancer	Dinaciclib	HTB-81	DU145.Dinaciclib.24hr
SAMN27110200	SRR19983027	2023-04-24T18:39:04Z	2022-07-05T14:52:50Z	4414317	218758018	0	49	95		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983027/SRR19983027.lite.1	SRX16025115	GSM5985229	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705335	simple	9606	Homo sapiens	GSM5985229							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	76F1243D99806C430696A8FBB86D8D79	265490D0E496B4AAF05744A98416B210	27110200	du145_DU145PS2A_D8_BGJ398_8_24	Department of Systems Biology, Columbia University	9606	SRS13705335	GSM5985229	male	69	DU145	missing	missing	ATCC	prostate cancer	BGJ398	HTB-81	DU145.BGJ398.24hr
SAMN27110201	SRR19983028	2023-04-24T18:39:04Z	2022-07-05T14:52:30Z	3001345	148858491	0	49	68		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983028/SRR19983028.lite.1	SRX16025114	GSM5985228	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705334	simple	9606	Homo sapiens	GSM5985228							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	61E4D29946F0979ABDD0DACBBDA8AF62	0B0609199C41260FDB81876EF5203073	27110201	du145_DU145PS2A_D7_PKC412_0.23_24	Department of Systems Biology, Columbia University	9606	SRS13705334	GSM5985228	male	69	DU145	missing	missing	ATCC	prostate cancer	PKC412	HTB-81	DU145.PKC412.24hr
SAMN27110202	SRR19983029	2023-04-24T18:39:04Z	2022-07-07T04:26:50Z	4683337	232001318	0	49	102		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983029/SRR19983029.lite.1	SRX16025113	GSM5985227	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705333	simple	9606	Homo sapiens	GSM5985227							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7C6056CC99906E169B45AB23B1723079	A5480522F257412E9C3CA152C6B8E15F	27110202	du145_DU145PS2A_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705333	GSM5985227	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81	DU145.DMSO.24hr
SAMN27110203	SRR19983030	2023-04-24T18:39:04Z	2022-07-05T14:52:33Z	3735359	185089619	0	49	81		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983030/SRR19983030.lite.1	SRX16025112	GSM5985226	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705332	simple	9606	Homo sapiens	GSM5985226							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	2BF2050FFF328B24E170549AB9151773	B2E43820F1C66E3B4D382D3BD823A741	27110203	du145_DU145PS2A_D5_Selumetinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13705332	GSM5985226	male	69	DU145	missing	missing	ATCC	prostate cancer	Selumetinib	HTB-81	DU145.Selumetinib.24hr
SAMN27110204	SRR19983031	2023-04-24T18:39:04Z	2022-07-05T14:53:05Z	5746857	284993854	0	49	131		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19983/SRR19983031/SRR19983031.lite.1	SRX16025111	GSM5985225	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705331	simple	9606	Homo sapiens	GSM5985225							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	341E3206CE88768FB8387ADBBCC389D5	7DCA5F3790756AE4825E5B024A2DB59C	27110204	du145_DU145PS2A_D4_Bosentan_1_24	Department of Systems Biology, Columbia University	9606	SRS13705331	GSM5985225	male	69	DU145	missing	missing	ATCC	prostate cancer	Bosentan	HTB-81	DU145.Bosentan.24hr
SAMN27110205	SRR19983032	2023-04-24T18:39:04Z	2022-07-05T14:52:44Z	4152724	205847783	0	49	88		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983032/SRR19983032.lite.1	SRX16025110	GSM5985224	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705330	simple	9606	Homo sapiens	GSM5985224							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	D5F57A36FEB2C8BB4294AF01F1E4AD8E	4769DE147BC59CF2F55AF9296F6EA590	27110205	du145_DU145PS2A_D3_Leucovorin_2_24	Department of Systems Biology, Columbia University	9606	SRS13705330	GSM5985224	male	69	DU145	missing	missing	ATCC	prostate cancer	Leucovorin	HTB-81	DU145.Leucovorin.24hr
SAMN27110206	SRR19983033	2023-04-24T18:39:03Z	2022-07-07T04:27:09Z	5938037	294273846	0	49	130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983033/SRR19983033.lite.1	SRX16025109	GSM5985223	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705329	simple	9606	Homo sapiens	GSM5985223							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	5076617E910B5831D5FF3DF4E93C275D	ACB68F844FC1D39A3FA662167EDA76CE	27110206	du145_DU145PS2A_D2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705329	GSM5985223	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81	DU145.UNTREATED.24hr
SAMN27110207	SRR19983034	2023-04-24T18:39:03Z	2022-07-05T14:52:55Z	5194479	257440465	0	49	114		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983034/SRR19983034.lite.1	SRX16025108	GSM5985222	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705328	simple	9606	Homo sapiens	GSM5985222							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	84D108321FFCAF7A339341D132E1F114	39C5479B9294E75F3A70FE8E6E7555CF	27110207	du145_DU145PS2A_D1_Thiotepa_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13705328	GSM5985222	male	69	DU145	missing	missing	ATCC	prostate cancer	Thiotepa	HTB-81	DU145.Thiotepa.24hr
SAMN27110208	SRR19983035	2023-04-24T18:39:03Z	2022-07-05T14:52:29Z	3554065	176133023	0	49	76		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983035/SRR19983035.lite.1	SRX16025107	GSM5985221	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705327	simple	9606	Homo sapiens	GSM5985221							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	4463F3D440A9EFC0AC2A38E5954E8F88	416212C13957DA44B25B0AD3EA9DAB24	27110208	du145_DU145PS2A_C12_Tofacitinib_0.305_24	Department of Systems Biology, Columbia University	9606	SRS13705327	GSM5985221	male	69	DU145	missing	missing	ATCC	prostate cancer	Tofacitinib	HTB-81	DU145.Tofacitinib.24hr
SAMN27110209	SRR19983036	2023-04-24T18:39:03Z	2022-07-05T14:52:25Z	2734423	135569190	0	49	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983036/SRR19983036.lite.1	SRX16025106	GSM5985220	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705326	simple	9606	Homo sapiens	GSM5985220							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	66AF70782BD67AE35C12FF4BF77A2C90	A2EEEC56827BF2004502BE26584D244B	27110209	du145_DU145PS2A_C11_Azathioprine_0.25_24	Department of Systems Biology, Columbia University	9606	SRS13705326	GSM5985220	male	69	DU145	missing	missing	ATCC	prostate cancer	Azathioprine	HTB-81	DU145.Azathioprine.24hr
SAMN27110210	SRR19983037	2023-04-24T18:39:03Z	2022-07-05T14:52:38Z	3631622	180047919	0	49	80		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19983/SRR19983037/SRR19983037.lite.1	SRX16025105	GSM5985219	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705325	simple	9606	Homo sapiens	GSM5985219							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	734FAE0559CC1E829C3DE6F9A298344F	5DA094457E8C02D58E78DE69EAEB2555	27110210	du145_DU145PS2A_C10_GDC0941_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705325	GSM5985219	male	69	DU145	missing	missing	ATCC	prostate cancer	GDC0941	HTB-81	DU145.GDC0941.24hr
SAMN27110211	SRR19983038	2023-04-24T18:39:03Z	2022-07-05T14:52:12Z	2879397	142665352	0	49	61		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983038/SRR19983038.lite.1	SRX16025104	GSM5985218	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705324	simple	9606	Homo sapiens	GSM5985218							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	92885FAB2C42FBD28A3F4565F9F0E6DB	5C66F1E54FE3E98D0A02FDA58D5E54F2	27110211	du145_DU145PS2A_C9_Alisertib_0.17_24	Department of Systems Biology, Columbia University	9606	SRS13705324	GSM5985218	male	69	DU145	missing	missing	ATCC	prostate cancer	Alisertib	HTB-81	DU145.Alisertib.24hr
SAMN27110212	SRR19983039	2023-04-24T18:39:03Z	2022-07-05T14:52:49Z	4028790	199725005	0	49	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983039/SRR19983039.lite.1	SRX16025103	GSM5985217	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705323	simple	9606	Homo sapiens	GSM5985217							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	B7C2ED6A16CC52F0BFAF10E76DFF5C3F	806BF86E03C5A7E682E6FADA3156E654	27110212	du145_DU145PS2A_C8_JNJ26854165_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13705323	GSM5985217	male	69	DU145	missing	missing	ATCC	prostate cancer	JNJ26854165	HTB-81	DU145.JNJ26854165.24hr
SAMN27110213	SRR19983040	2023-04-24T18:39:03Z	2022-07-07T04:26:19Z	3159216	156630283	0	49	69		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983040/SRR19983040.lite.1	SRX16025102	GSM5985216	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705322	simple	9606	Homo sapiens	GSM5985216							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	CABF6BD78C126C93E2E10C7BE74A967A	F89661861601491767A1D027BB794C82	27110213	du145_DU145PS2A_C7_Bafetinib_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13705322	GSM5985216	male	69	DU145	missing	missing	ATCC	prostate cancer	Bafetinib	HTB-81	DU145.Bafetinib.24hr
SAMN27110214	SRR19983041	2023-04-24T18:39:03Z	2022-07-07T05:30:32Z	4032077	199765420	0	49	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983041/SRR19983041.lite.1	SRX16025101	GSM5985215	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705321	simple	9606	Homo sapiens	GSM5985215							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	EE6ABCDDEB7992A3158A2A5A6BE73D55	08E11AEC649288882894F30CA999CBDE	27110214	du145_DU145PS2A_C6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705321	GSM5985215	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81	DU145.DMSO.24hr
SAMN27110215	SRR19983042	2023-04-24T18:39:03Z	2022-07-05T14:52:40Z	4402831	218257797	0	49	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983042/SRR19983042.lite.1	SRX16025100	GSM5985214	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705320	simple	9606	Homo sapiens	GSM5985214							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	50E877D2151AC2A224EA6D8CAE43AF23	CB44A4ADF98FFD8CFC36E8341FC4F22E	27110215	du145_DU145PS2A_C5_Azacitidine_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705320	GSM5985214	male	69	DU145	missing	missing	ATCC	prostate cancer	Azacitidine	HTB-81	DU145.Azacitidine.24hr
SAMN27110216	SRR19983043	2023-04-24T18:39:03Z	2022-07-05T14:52:53Z	5381943	267358215	0	49	112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983043/SRR19983043.lite.1	SRX16025099	GSM5985213	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705319	simple	9606	Homo sapiens	GSM5985213							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	835C96E5F3B39A71CC67AE391DA62FD2	1AA870E31784995F216FFDAAB6E0C71A	27110216	du145_DU145PS2A_C4_Clarithromycin_1_24	Department of Systems Biology, Columbia University	9606	SRS13705319	GSM5985213	male	69	DU145	missing	missing	ATCC	prostate cancer	Clarithromycin	HTB-81	DU145.Clarithromycin.24hr
SAMN27110217	SRR19983044	2023-04-24T18:39:03Z	2022-07-07T04:26:13Z	2504078	124115834	0	49	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983044/SRR19983044.lite.1	SRX16025098	GSM5985212	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705318	simple	9606	Homo sapiens	GSM5985212							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	C463C0855316E6838A412D474B717BDC	527109FD8E58B0E3A0A9323A533079A3	27110217	du145_DU145PS2A_C3_Gefitinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705318	GSM5985212	male	69	DU145	missing	missing	ATCC	prostate cancer	Gefitinib	HTB-81	DU145.Gefitinib.24hr
SAMN27110218	SRR19983045	2023-04-24T18:39:03Z	2022-07-07T05:30:48Z	5035084	249653179	0	49	108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19983/SRR19983045/SRR19983045.lite.1	SRX16025097	GSM5985211	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705317	simple	9606	Homo sapiens	GSM5985211							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	68356F9814D5CAA1127CCDC7F4ED5663	07D33755B9E12DA31BC5D1B11ED37E46	27110218	du145_DU145PS2A_C2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705317	GSM5985211	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81	DU145.UNTREATED.24hr
SAMN27110219	SRR19983046	2023-04-24T18:39:03Z	2022-07-05T14:52:46Z	4811308	238492731	0	49	110		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19983/SRR19983046/SRR19983046.lite.1	SRX16025096	GSM5985210	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13705316	simple	9606	Homo sapiens	GSM5985210							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	6B8D32C2B0ACF4F804AF0726BFB95011	F4C88BBA76AA382711945B64FD449DF1	27110219	du145_DU145PS2A_C1_Hydroxyurea_10_24	Department of Systems Biology, Columbia University	9606	SRS13705316	GSM5985210	male	69	DU145	missing	missing	ATCC	prostate cancer	Hydroxyurea	HTB-81	DU145.Hydroxyurea.24hr
